scorer,team,blended_share,expected_team_goals,expected_player_goals,p_top_scorer,market_p_gb
Leroy Sané,Germany,0.06,18.76539928436202,1.125923957061721,0.0071,0.0071
Lamine Yamal,Spain,0.1106811410998225,22.668351382371952,2.508958997852668,0.02232,0.02232
Ousmane Dembélé,France,0.0953663264422946,17.82198653390045,1.69961738564213,0.01512,0.01722
